Unnamed: 0,Region/Country/Area,Year,Series,Value,Latitude,Longitude
953,Iraq,2010,"Seats held by women in national parliament, as of February (%)",25.5,33,44
954,Iraq,2015,"Seats held by women in national parliament, as of February (%)",26.5,33,44
955,Iraq,2018,"Seats held by women in national parliament, as of February (%)",25.3,33,44
956,Iraq,2020,"Seats held by women in national parliament, as of February (%)",26.4,33,44
957,Iraq,2021,"Seats held by women in national parliament, as of February (%)",26.4,33,44
958,Iraq,2022,"Seats held by women in national parliament, as of February (%)",28.9,33,44
959,Iraq,2023,"Seats held by women in national parliament, as of February (%)",28.9,33,44
960,Ireland,2000,"Seats held by women in national parliament, as of February (%)",12,53,-8
961,Ireland,2005,"Seats held by women in national parliament, as of February (%)",13.3,53,-8
962,Ireland,2010,"Seats held by women in national parliament, as of February (%)",13.9,53,-8
963,Ireland,2015,"Seats held by women in national parliament, as of February (%)",16.3,53,-8
964,Ireland,2018,"Seats held by women in national parliament, as of February (%)",22.2,53,-8
965,Ireland,2020,"Seats held by women in national parliament, as of February (%)",20.9,53,-8
966,Ireland,2021,"Seats held by women in national parliament, as of February (%)",22.5,53,-8
967,Ireland,2022,"Seats held by women in national parliament, as of February (%)",23.1,53,-8
968,Ireland,2023,"Seats held by women in national parliament, as of February (%)",23.1,53,-8
969,Israel,2000,"Seats held by women in national parliament, as of February (%)",11.7,31.5,34.75
970,Israel,2005,"Seats held by women in national parliament, as of February (%)",15,31.5,34.75
971,Israel,2010,"Seats held by women in national parliament, as of February (%)",19.2,31.5,34.75
972,Israel,2015,"Seats held by women in national parliament, as of February (%)",22.5,31.5,34.75
973,Israel,2018,"Seats held by women in national parliament, as of February (%)",27.5,31.5,34.75
974,Israel,2020,"Seats held by women in national parliament, as of February (%)",23.3,31.5,34.75
975,Israel,2021,"Seats held by women in national parliament, as of February (%)",26.7,31.5,34.75
976,Israel,2022,"Seats held by women in national parliament, as of February (%)",30,31.5,34.75
977,Israel,2023,"Seats held by women in national parliament, as of February (%)",24.2,31.5,34.75
978,Italy,2000,"Seats held by women in national parliament, as of February (%)",11.1,42.83,12.83
979,Italy,2005,"Seats held by women in national parliament, as of February (%)",11.5,42.83,12.83
980,Italy,2010,"Seats held by women in national parliament, as of February (%)",21.3,42.83,12.83
981,Italy,2015,"Seats held by women in national parliament, as of February (%)",31,42.83,12.83
982,Italy,2018,"Seats held by women in national parliament, as of February (%)",31,42.83,12.83
983,Italy,2020,"Seats held by women in national parliament, as of February (%)",35.7,42.83,12.83
984,Italy,2021,"Seats held by women in national parliament, as of February (%)",35.7,42.83,12.83
985,Italy,2022,"Seats held by women in national parliament, as of February (%)",36.3,42.83,12.83
986,Italy,2023,"Seats held by women in national parliament, as of February (%)",32.3,42.83,12.83
987,Jamaica,2000,"Seats held by women in national parliament, as of February (%)",13.3,18.25,-77.5
988,Jamaica,2005,"Seats held by women in national parliament, as of February (%)",11.7,18.25,-77.5
989,Jamaica,2010,"Seats held by women in national parliament, as of February (%)",13.3,18.25,-77.5
990,Jamaica,2015,"Seats held by women in national parliament, as of February (%)",12.7,18.25,-77.5
991,Jamaica,2018,"Seats held by women in national parliament, as of February (%)",17.5,18.25,-77.5
992,Jamaica,2020,"Seats held by women in national parliament, as of February (%)",17.5,18.25,-77.5
993,Jamaica,2021,"Seats held by women in national parliament, as of February (%)",28.6,18.25,-77.5
994,Jamaica,2022,"Seats held by women in national parliament, as of February (%)",28.6,18.25,-77.5
995,Jamaica,2023,"Seats held by women in national parliament, as of February (%)",28.6,18.25,-77.5
996,Japan,2000,"Seats held by women in national parliament, as of February (%)",4.6,36,138
997,Japan,2005,"Seats held by women in national parliament, as of February (%)",7.1,36,138
998,Japan,2010,"Seats held by women in national parliament, as of February (%)",11.3,36,138
999,Japan,2015,"Seats held by women in national parliament, as of February (%)",9.5,36,138
1000,Japan,2018,"Seats held by women in national parliament, as of February (%)",10.1,36,138
1001,Japan,2020,"Seats held by women in national parliament, as of February (%)",9.9,36,138
1002,Japan,2021,"Seats held by women in national parliament, as of February (%)",9.9,36,138
1003,Japan,2022,"Seats held by women in national parliament, as of February (%)",9.7,36,138
1004,Japan,2023,"Seats held by women in national parliament, as of February (%)",10,36,138
1005,Jordan,2000,"Seats held by women in national parliament, as of February (%)",0,31,36
1006,Jordan,2005,"Seats held by women in national parliament, as of February (%)",5.5,31,36
1007,Jordan,2010,"Seats held by women in national parliament, as of February (%)",6.4,31,36
1008,Jordan,2015,"Seats held by women in national parliament, as of February (%)",12,31,36
1009,Jordan,2018,"Seats held by women in national parliament, as of February (%)",15.4,31,36
1010,Jordan,2020,"Seats held by women in national parliament, as of February (%)",15.4,31,36
1011,Jordan,2021,"Seats held by women in national parliament, as of February (%)",11.5,31,36
1012,Jordan,2022,"Seats held by women in national parliament, as of February (%)",12.3,31,36
1013,Jordan,2023,"Seats held by women in national parliament, as of February (%)",12.3,31,36
1014,Kazakhstan,2000,"Seats held by women in national parliament, as of February (%)",10.4,48,68
1015,Kazakhstan,2005,"Seats held by women in national parliament, as of February (%)",10.4,48,68
1016,Kazakhstan,2010,"Seats held by women in national parliament, as of February (%)",17.8,48,68
1017,Kazakhstan,2015,"Seats held by women in national parliament, as of February (%)",26.2,48,68
1018,Kazakhstan,2018,"Seats held by women in national parliament, as of February (%)",27.1,48,68
1019,Kazakhstan,2020,"Seats held by women in national parliament, as of February (%)",27.1,48,68
1020,Kazakhstan,2021,"Seats held by women in national parliament, as of February (%)",27.1,48,68
1021,Kazakhstan,2022,"Seats held by women in national parliament, as of February (%)",27.4,48,68
1022,Kazakhstan,2023,"Seats held by women in national parliament, as of February (%)",27.4,48,68
1023,Kenya,2000,"Seats held by women in national parliament, as of February (%)",3.6,1,38
1024,Kenya,2005,"Seats held by women in national parliament, as of February (%)",7.1,1,38
1025,Kenya,2010,"Seats held by women in national parliament, as of February (%)",9.8,1,38
1026,Kenya,2015,"Seats held by women in national parliament, as of February (%)",19.7,1,38
1027,Kenya,2018,"Seats held by women in national parliament, as of February (%)",21.8,1,38
1028,Kenya,2020,"Seats held by women in national parliament, as of February (%)",21.8,1,38
1029,Kenya,2021,"Seats held by women in national parliament, as of February (%)",21.6,1,38
1030,Kenya,2022,"Seats held by women in national parliament, as of February (%)",21.4,1,38
1031,Kenya,2023,"Seats held by women in national parliament, as of February (%)",23.3,1,38
1032,Kiribati,2000,"Seats held by women in national parliament, as of February (%)",4.9,1.42,173
1033,Kiribati,2005,"Seats held by women in national parliament, as of February (%)",4.8,1.42,173
1034,Kiribati,2010,"Seats held by women in national parliament, as of February (%)",4.3,1.42,173
1035,Kiribati,2015,"Seats held by women in national parliament, as of February (%)",8.7,1.42,173
1036,Kiribati,2018,"Seats held by women in national parliament, as of February (%)",6.5,1.42,173
1037,Kiribati,2020,"Seats held by women in national parliament, as of February (%)",6.5,1.42,173
1038,Kiribati,2021,"Seats held by women in national parliament, as of February (%)",6.7,1.42,173
1039,Kiribati,2022,"Seats held by women in national parliament, as of February (%)",6.7,1.42,173
1040,Kiribati,2023,"Seats held by women in national parliament, as of February (%)",6.7,1.42,173
1041,Kuwait,2000,"Seats held by women in national parliament, as of February (%)",0,29.34,47.66
1042,Kuwait,2005,"Seats held by women in national parliament, as of February (%)",0,29.34,47.66
1043,Kuwait,2010,"Seats held by women in national parliament, as of February (%)",7.7,29.34,47.66
1044,Kuwait,2015,"Seats held by women in national parliament, as of February (%)",1.5,29.34,47.66
1045,Kuwait,2018,"Seats held by women in national parliament, as of February (%)",3.1,29.34,47.66
1046,Kuwait,2020,"Seats held by women in national parliament, as of February (%)",6.4,29.34,47.66
1047,Kuwait,2021,"Seats held by women in national parliament, as of February (%)",1.5,29.34,47.66
1048,Kuwait,2022,"Seats held by women in national parliament, as of February (%)",1.6,29.34,47.66
1049,Kuwait,2023,"Seats held by women in national parliament, as of February (%)",6.3,29.34,47.66
1050,Kyrgyzstan,2000,"Seats held by women in national parliament, as of February (%)",1.4,41,75
1051,Kyrgyzstan,2005,"Seats held by women in national parliament, as of February (%)",10,41,75
1052,Kyrgyzstan,2010,"Seats held by women in national parliament, as of February (%)",25.6,41,75
1053,Kyrgyzstan,2015,"Seats held by women in national parliament, as of February (%)",23.3,41,75
1054,Kyrgyzstan,2018,"Seats held by women in national parliament, as of February (%)",19.2,41,75
1055,Kyrgyzstan,2020,"Seats held by women in national parliament, as of February (%)",19.2,41,75
1056,Kyrgyzstan,2021,"Seats held by women in national parliament, as of February (%)",17.1,41,75
1057,Kyrgyzstan,2022,"Seats held by women in national parliament, as of February (%)",20.5,41,75
1058,Kyrgyzstan,2023,"Seats held by women in national parliament, as of February (%)",20,41,75
1059,Lao People's Dem. Rep.,2000,"Seats held by women in national parliament, as of February (%)",21.2,,
1060,Lao People's Dem. Rep.,2005,"Seats held by women in national parliament, as of February (%)",22.9,,
1061,Lao People's Dem. Rep.,2010,"Seats held by women in national parliament, as of February (%)",25.2,,
1062,Lao People's Dem. Rep.,2015,"Seats held by women in national parliament, as of February (%)",25,,
1063,Lao People's Dem. Rep.,2018,"Seats held by women in national parliament, as of February (%)",27.5,,
1064,Lao People's Dem. Rep.,2020,"Seats held by women in national parliament, as of February (%)",27.5,,
1065,Lao People's Dem. Rep.,2021,"Seats held by women in national parliament, as of February (%)",27.5,,
1066,Lao People's Dem. Rep.,2022,"Seats held by women in national parliament, as of February (%)",22,,
1067,Lao People's Dem. Rep.,2023,"Seats held by women in national parliament, as of February (%)",22,,
1068,Latvia,2000,"Seats held by women in national parliament, as of February (%)",17,57,25
1069,Latvia,2005,"Seats held by women in national parliament, as of February (%)",21,57,25
1070,Latvia,2010,"Seats held by women in national parliament, as of February (%)",22,57,25
1071,Latvia,2015,"Seats held by women in national parliament, as of February (%)",18,57,25
1072,Latvia,2018,"Seats held by women in national parliament, as of February (%)",16,57,25
1073,Latvia,2020,"Seats held by women in national parliament, as of February (%)",30,57,25
1074,Latvia,2021,"Seats held by women in national parliament, as of February (%)",29,57,25
1075,Latvia,2022,"Seats held by women in national parliament, as of February (%)",27,57,25
1076,Latvia,2023,"Seats held by women in national parliament, as of February (%)",29,57,25
1077,Lebanon,2000,"Seats held by women in national parliament, as of February (%)",2.3,33.83,35.83
1078,Lebanon,2005,"Seats held by women in national parliament, as of February (%)",2.3,33.83,35.83
1079,Lebanon,2010,"Seats held by women in national parliament, as of February (%)",3.1,33.83,35.83
1080,Lebanon,2015,"Seats held by women in national parliament, as of February (%)",3.1,33.83,35.83
1081,Lebanon,2018,"Seats held by women in national parliament, as of February (%)",3.1,33.83,35.83
1082,Lebanon,2020,"Seats held by women in national parliament, as of February (%)",4.7,33.83,35.83
1083,Lebanon,2021,"Seats held by women in national parliament, as of February (%)",4.7,33.83,35.83
1084,Lebanon,2022,"Seats held by women in national parliament, as of February (%)",4.7,33.83,35.83
1085,Lebanon,2023,"Seats held by women in national parliament, as of February (%)",6.3,33.83,35.83
1086,Lesotho,2000,"Seats held by women in national parliament, as of February (%)",3.8,-29.5,28.5
1087,Lesotho,2005,"Seats held by women in national parliament, as of February (%)",11.7,-29.5,28.5
1088,Lesotho,2010,"Seats held by women in national parliament, as of February (%)",24.2,-29.5,28.5
1089,Lesotho,2015,"Seats held by women in national parliament, as of February (%)",26.7,-29.5,28.5
1090,Lesotho,2018,"Seats held by women in national parliament, as of February (%)",22.1,-29.5,28.5
1091,Lesotho,2020,"Seats held by women in national parliament, as of February (%)",23.3,-29.5,28.5
1092,Lesotho,2021,"Seats held by women in national parliament, as of February (%)",23.3,-29.5,28.5
1093,Lesotho,2022,"Seats held by women in national parliament, as of February (%)",24.4,-29.5,28.5
1094,Lesotho,2023,"Seats held by women in national parliament, as of February (%)",26.5,-29.5,28.5
1095,Liberia,2000,"Seats held by women in national parliament, as of February (%)",7.8,6.5,-9.5
1096,Liberia,2005,"Seats held by women in national parliament, as of February (%)",5.3,6.5,-9.5
1097,Liberia,2010,"Seats held by women in national parliament, as of February (%)",12.5,6.5,-9.5
1098,Liberia,2015,"Seats held by women in national parliament, as of February (%)",11,6.5,-9.5
1099,Liberia,2018,"Seats held by women in national parliament, as of February (%)",9.9,6.5,-9.5
1100,Liberia,2020,"Seats held by women in national parliament, as of February (%)",12.3,6.5,-9.5
1101,Liberia,2021,"Seats held by women in national parliament, as of February (%)",11,6.5,-9.5
1102,Liberia,2022,"Seats held by women in national parliament, as of February (%)",11,6.5,-9.5
1103,Liberia,2023,"Seats held by women in national parliament, as of February (%)",11,6.5,-9.5
1104,Libya,2010,"Seats held by women in national parliament, as of February (%)",7.7,,
1105,Libya,2015,"Seats held by women in national parliament, as of February (%)",16,,
1106,Libya,2018,"Seats held by women in national parliament, as of February (%)",16,,
1107,Libya,2020,"Seats held by women in national parliament, as of February (%)",16,,
1108,Libya,2021,"Seats held by women in national parliament, as of February (%)",16,,
1109,Libya,2022,"Seats held by women in national parliament, as of February (%)",16.5,,
1110,Libya,2023,"Seats held by women in national parliament, as of February (%)",16.5,,
1111,Liechtenstein,2000,"Seats held by women in national parliament, as of February (%)",4,47.17,9.53
1112,Liechtenstein,2005,"Seats held by women in national parliament, as of February (%)",12,47.17,9.53
1113,Liechtenstein,2010,"Seats held by women in national parliament, as of February (%)",24,47.17,9.53
1114,Liechtenstein,2015,"Seats held by women in national parliament, as of February (%)",20,47.17,9.53
1115,Liechtenstein,2018,"Seats held by women in national parliament, as of February (%)",12,47.17,9.53
1116,Liechtenstein,2020,"Seats held by women in national parliament, as of February (%)",12,47.17,9.53
1117,Liechtenstein,2021,"Seats held by women in national parliament, as of February (%)",12,47.17,9.53
1118,Liechtenstein,2022,"Seats held by women in national parliament, as of February (%)",28,47.17,9.53
1119,Liechtenstein,2023,"Seats held by women in national parliament, as of February (%)",28,47.17,9.53
1120,Lithuania,2000,"Seats held by women in national parliament, as of February (%)",17.5,56,24
1121,Lithuania,2005,"Seats held by women in national parliament, as of February (%)",22,56,24
1122,Lithuania,2010,"Seats held by women in national parliament, as of February (%)",19.1,56,24
1123,Lithuania,2015,"Seats held by women in national parliament, as of February (%)",23.4,56,24
1124,Lithuania,2018,"Seats held by women in national parliament, as of February (%)",21.3,56,24
1125,Lithuania,2020,"Seats held by women in national parliament, as of February (%)",24.1,56,24
1126,Lithuania,2021,"Seats held by women in national parliament, as of February (%)",27.7,56,24
1127,Lithuania,2022,"Seats held by women in national parliament, as of February (%)",28.4,56,24
1128,Lithuania,2023,"Seats held by women in national parliament, as of February (%)",28.4,56,24
1129,Luxembourg,2000,"Seats held by women in national parliament, as of February (%)",16.7,49.75,6.17
1130,Luxembourg,2005,"Seats held by women in national parliament, as of February (%)",23.3,49.75,6.17
1131,Luxembourg,2010,"Seats held by women in national parliament, as of February (%)",20,49.75,6.17
1132,Luxembourg,2015,"Seats held by women in national parliament, as of February (%)",28.3,49.75,6.17
1133,Luxembourg,2018,"Seats held by women in national parliament, as of February (%)",28.3,49.75,6.17
1134,Luxembourg,2020,"Seats held by women in national parliament, as of February (%)",30,49.75,6.17
1135,Luxembourg,2021,"Seats held by women in national parliament, as of February (%)",31.7,49.75,6.17
1136,Luxembourg,2022,"Seats held by women in national parliament, as of February (%)",33.3,49.75,6.17
1137,Luxembourg,2023,"Seats held by women in national parliament, as of February (%)",35,49.75,6.17
1138,Madagascar,2000,"Seats held by women in national parliament, as of February (%)",8,-20,47
1139,Madagascar,2005,"Seats held by women in national parliament, as of February (%)",6.9,-20,47
1140,Madagascar,2015,"Seats held by women in national parliament, as of February (%)",20.5,-20,47
1141,Madagascar,2018,"Seats held by women in national parliament, as of February (%)",19.2,-20,47
1142,Madagascar,2020,"Seats held by women in national parliament, as of February (%)",15.9,-20,47
1143,Madagascar,2021,"Seats held by women in national parliament, as of February (%)",17.9,-20,47
1144,Madagascar,2022,"Seats held by women in national parliament, as of February (%)",18.5,-20,47
1145,Madagascar,2023,"Seats held by women in national parliament, as of February (%)",18.5,-20,47
1146,Malawi,2000,"Seats held by women in national parliament, as of February (%)",8.3,-13.5,34
1147,Malawi,2005,"Seats held by women in national parliament, as of February (%)",14,-13.5,34
1148,Malawi,2010,"Seats held by women in national parliament, as of February (%)",20.8,-13.5,34
1149,Malawi,2015,"Seats held by women in national parliament, as of February (%)",16.7,-13.5,34
1150,Malawi,2018,"Seats held by women in national parliament, as of February (%)",16.7,-13.5,34
1151,Malawi,2020,"Seats held by women in national parliament, as of February (%)",22.9,-13.5,34
1152,Malawi,2021,"Seats held by women in national parliament, as of February (%)",22.9,-13.5,34
1153,Malawi,2022,"Seats held by women in national parliament, as of February (%)",22.9,-13.5,34
1154,Malawi,2023,"Seats held by women in national parliament, as of February (%)",20.7,-13.5,34
1155,Malaysia,2000,"Seats held by women in national parliament, as of February (%)",7.3,2.5,112.5
1156,Malaysia,2005,"Seats held by women in national parliament, as of February (%)",9.1,2.5,112.5
1157,Malaysia,2010,"Seats held by women in national parliament, as of February (%)",9.9,2.5,112.5
1158,Malaysia,2015,"Seats held by women in national parliament, as of February (%)",10.4,2.5,112.5
1159,Malaysia,2018,"Seats held by women in national parliament, as of February (%)",10.4,2.5,112.5
1160,Malaysia,2020,"Seats held by women in national parliament, as of February (%)",14.4,2.5,112.5
1161,Malaysia,2021,"Seats held by women in national parliament, as of February (%)",14.9,2.5,112.5
1162,Malaysia,2022,"Seats held by women in national parliament, as of February (%)",15,2.5,112.5
1163,Malaysia,2023,"Seats held by women in national parliament, as of February (%)",13.5,2.5,112.5
1164,Maldives,2000,"Seats held by women in national parliament, as of February (%)",6,3.25,73
1165,Maldives,2005,"Seats held by women in national parliament, as of February (%)",12,3.25,73
1166,Maldives,2010,"Seats held by women in national parliament, as of February (%)",6.5,3.25,73
1167,Maldives,2015,"Seats held by women in national parliament, as of February (%)",5.9,3.25,73
1168,Maldives,2018,"Seats held by women in national parliament, as of February (%)",5.9,3.25,73
1169,Maldives,2020,"Seats held by women in national parliament, as of February (%)",4.6,3.25,73
1170,Maldives,2021,"Seats held by women in national parliament, as of February (%)",4.6,3.25,73
1171,Maldives,2022,"Seats held by women in national parliament, as of February (%)",4.6,3.25,73
1172,Maldives,2023,"Seats held by women in national parliament, as of February (%)",4.6,3.25,73
1173,Mali,2000,"Seats held by women in national parliament, as of February (%)",12.2,17,-4
1174,Mali,2005,"Seats held by women in national parliament, as of February (%)",10.2,17,-4
1175,Mali,2010,"Seats held by women in national parliament, as of February (%)",10.2,17,-4
1176,Mali,2015,"Seats held by women in national parliament, as of February (%)",9.5,17,-4
1177,Mali,2018,"Seats held by women in national parliament, as of February (%)",8.8,17,-4
1178,Mali,2020,"Seats held by women in national parliament, as of February (%)",9.5,17,-4
1179,Mali,2021,"Seats held by women in national parliament, as of February (%)",27.3,17,-4
1180,Mali,2022,"Seats held by women in national parliament, as of February (%)",26.5,17,-4
1181,Mali,2023,"Seats held by women in national parliament, as of February (%)",28.6,17,-4
1182,Malta,2000,"Seats held by women in national parliament, as of February (%)",9.2,35.83,14.58
1183,Malta,2005,"Seats held by women in national parliament, as of February (%)",9.2,35.83,14.58
1184,Malta,2010,"Seats held by women in national parliament, as of February (%)",8.7,35.83,14.58
1185,Malta,2015,"Seats held by women in national parliament, as of February (%)",12.9,35.83,14.58
1186,Malta,2018,"Seats held by women in national parliament, as of February (%)",11.9,35.83,14.58
1187,Malta,2020,"Seats held by women in national parliament, as of February (%)",13.4,35.83,14.58
1188,Malta,2021,"Seats held by women in national parliament, as of February (%)",13.4,35.83,14.58
1189,Malta,2022,"Seats held by women in national parliament, as of February (%)",13.4,35.83,14.58
1190,Malta,2023,"Seats held by women in national parliament, as of February (%)",27.9,35.83,14.58
1191,Marshall Islands,2000,"Seats held by women in national parliament, as of February (%)",3,9,168
1192,Marshall Islands,2005,"Seats held by women in national parliament, as of February (%)",3,9,168
1193,Marshall Islands,2010,"Seats held by women in national parliament, as of February (%)",3,9,168
1194,Marshall Islands,2015,"Seats held by women in national parliament, as of February (%)",3,9,168
1195,Marshall Islands,2018,"Seats held by women in national parliament, as of February (%)",9.1,9,168
1196,Marshall Islands,2020,"Seats held by women in national parliament, as of February (%)",6.1,9,168
1197,Marshall Islands,2021,"Seats held by women in national parliament, as of February (%)",6.1,9,168
1198,Marshall Islands,2022,"Seats held by women in national parliament, as of February (%)",6.1,9,168
1199,Marshall Islands,2023,"Seats held by women in national parliament, as of February (%)",6.1,9,168
1200,Mauritania,2000,"Seats held by women in national parliament, as of February (%)",3.8,20,-12
1201,Mauritania,2005,"Seats held by women in national parliament, as of February (%)",3.7,20,-12
1202,Mauritania,2010,"Seats held by women in national parliament, as of February (%)",22.1,20,-12
1203,Mauritania,2015,"Seats held by women in national parliament, as of February (%)",25.2,20,-12
1204,Mauritania,2018,"Seats held by women in national parliament, as of February (%)",25.2,20,-12
1205,Mauritania,2020,"Seats held by women in national parliament, as of February (%)",20.3,20,-12
1206,Mauritania,2021,"Seats held by women in national parliament, as of February (%)",20.3,20,-12
1207,Mauritania,2022,"Seats held by women in national parliament, as of February (%)",20.3,20,-12
1208,Mauritania,2023,"Seats held by women in national parliament, as of February (%)",20.3,20,-12
1209,Mauritius,2000,"Seats held by women in national parliament, as of February (%)",7.6,-20.28,57.55
1210,Mauritius,2005,"Seats held by women in national parliament, as of February (%)",5.7,-20.28,57.55
1211,Mauritius,2010,"Seats held by women in national parliament, as of February (%)",17.1,-20.28,57.55
1212,Mauritius,2015,"Seats held by women in national parliament, as of February (%)",11.6,-20.28,57.55
1213,Mauritius,2018,"Seats held by women in national parliament, as of February (%)",11.6,-20.28,57.55
1214,Mauritius,2020,"Seats held by women in national parliament, as of February (%)",20,-20.28,57.55
1215,Mauritius,2021,"Seats held by women in national parliament, as of February (%)",20,-20.28,57.55
1216,Mauritius,2022,"Seats held by women in national parliament, as of February (%)",20,-20.28,57.55
1217,Mauritius,2023,"Seats held by women in national parliament, as of February (%)",20,-20.28,57.55
1218,Mexico,2000,"Seats held by women in national parliament, as of February (%)",18.2,23,-102
1219,Mexico,2005,"Seats held by women in national parliament, as of February (%)",22.6,23,-102
1220,Mexico,2010,"Seats held by women in national parliament, as of February (%)",27.6,23,-102
1221,Mexico,2015,"Seats held by women in national parliament, as of February (%)",38,23,-102
1222,Mexico,2018,"Seats held by women in national parliament, as of February (%)",42.6,23,-102
1223,Mexico,2020,"Seats held by women in national parliament, as of February (%)",48.2,23,-102
1224,Mexico,2021,"Seats held by women in national parliament, as of February (%)",48.2,23,-102
1225,Mexico,2022,"Seats held by women in national parliament, as of February (%)",50,23,-102
1226,Mexico,2023,"Seats held by women in national parliament, as of February (%)",50,23,-102
1227,Micronesia,2000,"Seats held by women in national parliament, as of February (%)",0,,
1228,Micronesia,2005,"Seats held by women in national parliament, as of February (%)",0,,
1229,Micronesia,2010,"Seats held by women in national parliament, as of February (%)",0,,
1230,Micronesia,2015,"Seats held by women in national parliament, as of February (%)",0,,
1231,Micronesia,2018,"Seats held by women in national parliament, as of February (%)",0,,
1232,Micronesia,2020,"Seats held by women in national parliament, as of February (%)",0,,
1233,Micronesia,2021,"Seats held by women in national parliament, as of February (%)",0,,
1234,Micronesia,2022,"Seats held by women in national parliament, as of February (%)",7.1,,
1235,Micronesia,2023,"Seats held by women in national parliament, as of February (%)",7.1,,
1236,Monaco,2000,"Seats held by women in national parliament, as of February (%)",22.2,43.73,7.4
1237,Monaco,2005,"Seats held by women in national parliament, as of February (%)",20.8,43.73,7.4
1238,Monaco,2010,"Seats held by women in national parliament, as of February (%)",26.1,43.73,7.4
1239,Monaco,2015,"Seats held by women in national parliament, as of February (%)",20.8,43.73,7.4
1240,Monaco,2018,"Seats held by women in national parliament, as of February (%)",20.8,43.73,7.4
1241,Monaco,2020,"Seats held by women in national parliament, as of February (%)",33.3,43.73,7.4
1242,Monaco,2021,"Seats held by women in national parliament, as of February (%)",33.3,43.73,7.4
1243,Monaco,2022,"Seats held by women in national parliament, as of February (%)",33.3,43.73,7.4
1244,Monaco,2023,"Seats held by women in national parliament, as of February (%)",36.4,43.73,7.4
1245,Mongolia,2000,"Seats held by women in national parliament, as of February (%)",7.9,46,105
1246,Mongolia,2005,"Seats held by women in national parliament, as of February (%)",6.8,46,105
1247,Mongolia,2010,"Seats held by women in national parliament, as of February (%)",3.9,46,105
1248,Mongolia,2015,"Seats held by women in national parliament, as of February (%)",14.9,46,105
1249,Mongolia,2018,"Seats held by women in national parliament, as of February (%)",17.1,46,105
1250,Mongolia,2020,"Seats held by women in national parliament, as of February (%)",17.3,46,105
1251,Mongolia,2021,"Seats held by women in national parliament, as of February (%)",17.3,46,105
1252,Mongolia,2022,"Seats held by women in national parliament, as of February (%)",17.1,46,105
1253,Mongolia,2023,"Seats held by women in national parliament, as of February (%)",17.1,46,105
1254,Montenegro,2010,"Seats held by women in national parliament, as of February (%)",11.1,42,19
1255,Montenegro,2015,"Seats held by women in national parliament, as of February (%)",17.3,42,19
1256,Montenegro,2018,"Seats held by women in national parliament, as of February (%)",23.5,42,19
1257,Montenegro,2020,"Seats held by women in national parliament, as of February (%)",29.6,42,19
1258,Montenegro,2021,"Seats held by women in national parliament, as of February (%)",24.7,42,19
1259,Montenegro,2022,"Seats held by women in national parliament, as of February (%)",27.2,42,19
1260,Montenegro,2023,"Seats held by women in national parliament, as of February (%)",28.4,42,19
1261,Morocco,2000,"Seats held by women in national parliament, as of February (%)",0.6,32,-5
1262,Morocco,2005,"Seats held by women in national parliament, as of February (%)",10.8,32,-5
1263,Morocco,2010,"Seats held by women in national parliament, as of February (%)",10.5,32,-5
1264,Morocco,2015,"Seats held by women in national parliament, as of February (%)",17,32,-5
1265,Morocco,2018,"Seats held by women in national parliament, as of February (%)",20.5,32,-5
1266,Morocco,2020,"Seats held by women in national parliament, as of February (%)",20.5,32,-5
1267,Morocco,2021,"Seats held by women in national parliament, as of February (%)",20.5,32,-5
1268,Morocco,2022,"Seats held by women in national parliament, as of February (%)",24.1,32,-5
1269,Morocco,2023,"Seats held by women in national parliament, as of February (%)",24.3,32,-5
1270,Mozambique,2000,"Seats held by women in national parliament, as of February (%)",30,-18.25,35
1271,Mozambique,2005,"Seats held by women in national parliament, as of February (%)",34.8,-18.25,35
1272,Mozambique,2010,"Seats held by women in national parliament, as of February (%)",39.2,-18.25,35
1273,Mozambique,2015,"Seats held by women in national parliament, as of February (%)",39.6,-18.25,35
1274,Mozambique,2018,"Seats held by women in national parliament, as of February (%)",39.6,-18.25,35
1275,Mozambique,2020,"Seats held by women in national parliament, as of February (%)",41.2,-18.25,35
1276,Mozambique,2021,"Seats held by women in national parliament, as of February (%)",42.4,-18.25,35
1277,Mozambique,2022,"Seats held by women in national parliament, as of February (%)",42.4,-18.25,35
1278,Mozambique,2023,"Seats held by women in national parliament, as of February (%)",43.2,-18.25,35
1279,Myanmar,2015,"Seats held by women in national parliament, as of February (%)",6.2,22,98
1280,Myanmar,2018,"Seats held by women in national parliament, as of February (%)",10.2,22,98
1281,Myanmar,2020,"Seats held by women in national parliament, as of February (%)",11.1,22,98
1282,Myanmar,2021,"Seats held by women in national parliament, as of February (%)",15.3,22,98
1283,Myanmar,2022,"Seats held by women in national parliament, as of February (%)",15.3,22,98
1284,Namibia,2000,"Seats held by women in national parliament, as of February (%)",22.2,-22,17
1285,Namibia,2005,"Seats held by women in national parliament, as of February (%)",25,-22,17
1286,Namibia,2010,"Seats held by women in national parliament, as of February (%)",26.9,-22,17
1287,Namibia,2015,"Seats held by women in national parliament, as of February (%)",41.3,-22,17
1288,Namibia,2018,"Seats held by women in national parliament, as of February (%)",46.2,-22,17
1289,Namibia,2020,"Seats held by women in national parliament, as of February (%)",42.7,-22,17
1290,Namibia,2021,"Seats held by women in national parliament, as of February (%)",44.2,-22,17
1291,Namibia,2022,"Seats held by women in national parliament, as of February (%)",44.2,-22,17
